,acousticness,added_at,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,trackName,track_href,type,uri,valence
236,0.753,2016-08-06T01:46:08Z,https://api.spotify.com/v1/audio-analysis/3X3mfRMRaPJRiIMDMQtSkd,0.521,208229,0.426,3X3mfRMRaPJRiIMDMQtSkd,9.17e-05,6,0.103,-8.79,1,0.0908,80.367,4,Landslide,https://api.spotify.com/v1/tracks/3X3mfRMRaPJRiIMDMQtSkd,audio_features,spotify:track:3X3mfRMRaPJRiIMDMQtSkd,0.302
237,0.557,2016-04-04T21:03:30Z,https://api.spotify.com/v1/audio-analysis/7pwjRBUBgHzBMSEgGhd0Je,0.597,142400,0.426,7pwjRBUBgHzBMSEgGhd0Je,0.117,10,0.129,-10.952,1,0.0318,75.007,4,Pools,https://api.spotify.com/v1/tracks/7pwjRBUBgHzBMSEgGhd0Je,audio_features,spotify:track:7pwjRBUBgHzBMSEgGhd0Je,0.119
238,0.0148,2016-11-28T16:33:00Z,https://api.spotify.com/v1/audio-analysis/2TRXV6DoQLjdRrBR6ED6NP,0.733,196920,0.659,2TRXV6DoQLjdRrBR6ED6NP,9.87e-05,2,0.304,-6.824,1,0.0261,109.962,4,Slow Down Time,https://api.spotify.com/v1/tracks/2TRXV6DoQLjdRrBR6ED6NP,audio_features,spotify:track:2TRXV6DoQLjdRrBR6ED6NP,0.453
239,0.00437,2015-12-27T06:47:25Z,https://api.spotify.com/v1/audio-analysis/2OQtvXop3EYEDqsHuW4arB,0.564,320716,0.579,2OQtvXop3EYEDqsHuW4arB,0.00444,2,0.0992,-6.149,1,0.0253,140.01,4,Dreamers (feat. Phoebe Lou),https://api.spotify.com/v1/tracks/2OQtvXop3EYEDqsHuW4arB,audio_features,spotify:track:2OQtvXop3EYEDqsHuW4arB,0.129
240,0.881,2016-07-19T00:43:46Z,https://api.spotify.com/v1/audio-analysis/3gcT0qbO6Lha9cLpJlZELy,0.387,279828,0.376,3gcT0qbO6Lha9cLpJlZELy,0.0,9,0.851,-6.743,0,0.0338,116.667,3,Wake Up,https://api.spotify.com/v1/tracks/3gcT0qbO6Lha9cLpJlZELy,audio_features,spotify:track:3gcT0qbO6Lha9cLpJlZELy,0.395
241,0.0024,2017-06-03T19:08:33Z,https://api.spotify.com/v1/audio-analysis/0PGQFIxe8kC5IAdNfAOtEM,0.616,221874,0.576,0PGQFIxe8kC5IAdNfAOtEM,2.91e-05,1,0.128,-5.299,0,0.0561,104.414,4,Perfect Places,https://api.spotify.com/v1/tracks/0PGQFIxe8kC5IAdNfAOtEM,audio_features,spotify:track:0PGQFIxe8kC5IAdNfAOtEM,0.521
242,0.14,2017-01-05T06:49:23Z,https://api.spotify.com/v1/audio-analysis/6rQmakoJVKBRbewsLmmzwl,0.429,208060,0.712,6rQmakoJVKBRbewsLmmzwl,4.02e-05,1,0.158,-6.196,0,0.226,80.772,4,Loud,https://api.spotify.com/v1/tracks/6rQmakoJVKBRbewsLmmzwl,audio_features,spotify:track:6rQmakoJVKBRbewsLmmzwl,0.416
243,0.646,2016-08-19T04:50:57Z,https://api.spotify.com/v1/audio-analysis/6REPF37KwcWMqyk6XCuB7p,0.385,274668,0.512,6REPF37KwcWMqyk6XCuB7p,4.37e-06,2,0.0927,-6.696,1,0.035,79.767,4,Circles,https://api.spotify.com/v1/tracks/6REPF37KwcWMqyk6XCuB7p,audio_features,spotify:track:6REPF37KwcWMqyk6XCuB7p,0.187
244,0.126,2018-02-12T20:17:43Z,https://api.spotify.com/v1/audio-analysis/10O3TrugQwEBsd6l3M6zG2,0.547,232056,0.673,10O3TrugQwEBsd6l3M6zG2,0.0,11,0.168,-6.578,1,0.24,159.924,4,Awkward,https://api.spotify.com/v1/tracks/10O3TrugQwEBsd6l3M6zG2,audio_features,spotify:track:10O3TrugQwEBsd6l3M6zG2,0.373
245,0.265,2015-08-25T18:58:36Z,https://api.spotify.com/v1/audio-analysis/25mGme1ZhoHHV3HovOY47p,0.65,187294,0.801,25mGme1ZhoHHV3HovOY47p,0.0,0,0.302,-6.595,0,0.0404,93.944,4,Can It Be You?,https://api.spotify.com/v1/tracks/25mGme1ZhoHHV3HovOY47p,audio_features,spotify:track:25mGme1ZhoHHV3HovOY47p,0.696
246,0.0668,2016-05-28T10:04:44Z,https://api.spotify.com/v1/audio-analysis/4sQMalN597HdggTu196aL0,0.598,262521,0.532,4sQMalN597HdggTu196aL0,3.22e-06,3,0.0617,-6.833,0,0.0295,74.963,4,Say It (feat. Tove Lo),https://api.spotify.com/v1/tracks/4sQMalN597HdggTu196aL0,audio_features,spotify:track:4sQMalN597HdggTu196aL0,0.261
247,0.109,2016-08-02T05:20:13Z,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,0.501,195707,0.519,23L5CiUhw2jV1OIMwthR3S,0.0,4,0.454,-5.88,0,0.0409,133.99,4,In the Name of Love,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,audio_features,spotify:track:23L5CiUhw2jV1OIMwthR3S,0.168
248,0.00982,2016-09-05T22:18:45Z,https://api.spotify.com/v1/audio-analysis/3pKNiSzelPOJWV4lKP4IRB,0.495,219253,0.888,3pKNiSzelPOJWV4lKP4IRB,0.000136,6,0.135,-5.275,0,0.161,171.863,4,New Bohemia,https://api.spotify.com/v1/tracks/3pKNiSzelPOJWV4lKP4IRB,audio_features,spotify:track:3pKNiSzelPOJWV4lKP4IRB,0.434
249,0.0334,2015-01-02T16:46:48Z,https://api.spotify.com/v1/audio-analysis/2bCDjVF0utbJIHpG7osTvY,0.693,182893,0.468,2bCDjVF0utbJIHpG7osTvY,0.0,0,0.166,-10.368,1,0.0264,113.987,4,Neopolitan Dreams,https://api.spotify.com/v1/tracks/2bCDjVF0utbJIHpG7osTvY,audio_features,spotify:track:2bCDjVF0utbJIHpG7osTvY,0.386
250,0.000127,2016-03-14T20:57:37Z,https://api.spotify.com/v1/audio-analysis/4t7EGF0kXG5KeFrQ7hxdc1,0.608,211773,0.826,4t7EGF0kXG5KeFrQ7hxdc1,0.000541,2,0.452,-6.23,1,0.039,125.057,4,We Sink,https://api.spotify.com/v1/tracks/4t7EGF0kXG5KeFrQ7hxdc1,audio_features,spotify:track:4t7EGF0kXG5KeFrQ7hxdc1,0.432
251,0.000801,2017-05-27T00:22:18Z,https://api.spotify.com/v1/audio-analysis/010NY9hPGHJKjiTYATkf0l,0.592,273765,0.87,010NY9hPGHJKjiTYATkf0l,0.612,5,0.16,-5.404,0,0.0421,128.0,4,Virus (How About Now),https://api.spotify.com/v1/tracks/010NY9hPGHJKjiTYATkf0l,audio_features,spotify:track:010NY9hPGHJKjiTYATkf0l,0.0489
252,0.00187,2015-04-29T23:34:07Z,https://api.spotify.com/v1/audio-analysis/59yvXUFVjsaZQsDs09T7eA,0.581,243533,0.768,59yvXUFVjsaZQsDs09T7eA,0.000456,0,0.102,-7.238,1,0.0306,132.198,4,Crystals,https://api.spotify.com/v1/tracks/59yvXUFVjsaZQsDs09T7eA,audio_features,spotify:track:59yvXUFVjsaZQsDs09T7eA,0.307
253,0.488,2018-02-09T18:15:00Z,https://api.spotify.com/v1/audio-analysis/4hOyjY9EUksjyylV1QZaF3,0.757,192908,0.387,4hOyjY9EUksjyylV1QZaF3,1.47e-05,5,0.0966,-10.094,1,0.0649,120.101,4,Normal,https://api.spotify.com/v1/tracks/4hOyjY9EUksjyylV1QZaF3,audio_features,spotify:track:4hOyjY9EUksjyylV1QZaF3,0.331
254,0.014,2016-12-14T21:05:11Z,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,0.695,235827,0.672,4qqArAiTPueDxIp7cf87h7,8.44e-05,1,0.0756,-6.109,0,0.0345,104.988,4,Final Song,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,audio_features,spotify:track:4qqArAiTPueDxIp7cf87h7,0.245
255,0.85,2014-08-25T19:29:08Z,https://api.spotify.com/v1/audio-analysis/24rFwAcC6eqPvyMuPynVGH,0.663,173509,0.208,24rFwAcC6eqPvyMuPynVGH,0.0,2,0.114,-10.89,1,0.0313,115.028,4,Home/Dirty Paws,https://api.spotify.com/v1/tracks/24rFwAcC6eqPvyMuPynVGH,audio_features,spotify:track:24rFwAcC6eqPvyMuPynVGH,0.232
256,0.755,2016-02-07T23:12:13Z,https://api.spotify.com/v1/audio-analysis/6x6XKEUcCJGUACD4Xh7KuP,0.486,256282,0.356,6x6XKEUcCJGUACD4Xh7KuP,0.861,9,0.0986,-13.649,1,0.0318,117.141,4,Anchor,https://api.spotify.com/v1/tracks/6x6XKEUcCJGUACD4Xh7KuP,audio_features,spotify:track:6x6XKEUcCJGUACD4Xh7KuP,0.111
257,0.0387,2016-04-03T07:30:22Z,https://api.spotify.com/v1/audio-analysis/7kbTZWt7DnzIzbkyzFE1PW,0.635,206067,0.834,7kbTZWt7DnzIzbkyzFE1PW,0.13,2,0.135,-3.408,0,0.0338,134.983,4,For A Better Day,https://api.spotify.com/v1/tracks/7kbTZWt7DnzIzbkyzFE1PW,audio_features,spotify:track:7kbTZWt7DnzIzbkyzFE1PW,0.322
258,0.052,2014-07-22T06:20:35Z,https://api.spotify.com/v1/audio-analysis/1KYzBXiEVwOnnhQnPDiVNo,0.692,208000,0.716,1KYzBXiEVwOnnhQnPDiVNo,3.01e-05,5,0.088,-3.413,1,0.033,109.996,4,Habits (Stay High),https://api.spotify.com/v1/tracks/1KYzBXiEVwOnnhQnPDiVNo,audio_features,spotify:track:1KYzBXiEVwOnnhQnPDiVNo,0.391
259,0.0327,2016-03-14T20:57:37Z,https://api.spotify.com/v1/audio-analysis/3PvzvltQZLIKk9YgoMP3Yq,0.444,190160,0.709,3PvzvltQZLIKk9YgoMP3Yq,5.03e-06,1,0.348,-5.048,1,0.0322,174.012,4,The Mother We Share,https://api.spotify.com/v1/tracks/3PvzvltQZLIKk9YgoMP3Yq,audio_features,spotify:track:3PvzvltQZLIKk9YgoMP3Yq,0.313
260,0.975,2017-04-07T21:51:42Z,https://api.spotify.com/v1/audio-analysis/4Gg40VfzV5mIBLH07rtojM,0.392,276000,0.0231,4Gg40VfzV5mIBLH07rtojM,9.67e-05,9,0.0923,-19.096,0,0.046,73.469,4,Heavy,https://api.spotify.com/v1/tracks/4Gg40VfzV5mIBLH07rtojM,audio_features,spotify:track:4Gg40VfzV5mIBLH07rtojM,0.0744
261,0.000572,2016-03-14T20:57:37Z,https://api.spotify.com/v1/audio-analysis/2N127y5vyqdwEe6gDZSxs0,0.54,219867,0.77,2N127y5vyqdwEe6gDZSxs0,0.0464,7,0.217,-6.149,0,0.043,104.949,4,Lies,https://api.spotify.com/v1/tracks/2N127y5vyqdwEe6gDZSxs0,audio_features,spotify:track:2N127y5vyqdwEe6gDZSxs0,0.408
262,0.335,2015-09-25T17:33:33Z,https://api.spotify.com/v1/audio-analysis/49j4fyp5Wra73nv6zp5RG3,0.574,310771,0.72,49j4fyp5Wra73nv6zp5RG3,0.000284,1,0.0693,-5.448,0,0.0367,84.989,4,Down Side Of Me,https://api.spotify.com/v1/tracks/49j4fyp5Wra73nv6zp5RG3,audio_features,spotify:track:49j4fyp5Wra73nv6zp5RG3,0.314
263,0.11,2018-02-22T07:04:10Z,https://api.spotify.com/v1/audio-analysis/7ej7R4LjMWP6sdCtoayJSN,0.497,212211,0.649,7ej7R4LjMWP6sdCtoayJSN,0.0,0,0.385,-4.994,1,0.033,95.044,4,The River,https://api.spotify.com/v1/tracks/7ej7R4LjMWP6sdCtoayJSN,audio_features,spotify:track:7ej7R4LjMWP6sdCtoayJSN,0.299
264,0.792,2017-06-04T20:46:40Z,https://api.spotify.com/v1/audio-analysis/6cRExfWfj87zhACU30aW7l,0.565,216573,0.255,6cRExfWfj87zhACU30aW7l,2.07e-06,7,0.0986,-12.151,1,0.0322,110.015,4,Stone,https://api.spotify.com/v1/tracks/6cRExfWfj87zhACU30aW7l,audio_features,spotify:track:6cRExfWfj87zhACU30aW7l,0.121
265,0.0617,2015-11-13T15:51:08Z,https://api.spotify.com/v1/audio-analysis/5m1NC5p6ZsxgpQU7M1pHmT,0.55,196904,0.704,5m1NC5p6ZsxgpQU7M1pHmT,0.0,8,0.152,-6.426,1,0.0592,128.049,4,Heavyweight,https://api.spotify.com/v1/tracks/5m1NC5p6ZsxgpQU7M1pHmT,audio_features,spotify:track:5m1NC5p6ZsxgpQU7M1pHmT,0.226
266,0.92,2015-03-31T01:16:28Z,https://api.spotify.com/v1/audio-analysis/2rSjupk8n9xyKUNdDvGmEN,0.556,201236,0.39,2rSjupk8n9xyKUNdDvGmEN,0.000316,0,0.115,-9.414,1,0.0271,72.335,4,Devil We Know,https://api.spotify.com/v1/tracks/2rSjupk8n9xyKUNdDvGmEN,audio_features,spotify:track:2rSjupk8n9xyKUNdDvGmEN,0.224
267,0.632,2017-09-25T01:26:15Z,https://api.spotify.com/v1/audio-analysis/6HK4YGOpZr1ost68QP3ul0,0.737,185400,0.429,6HK4YGOpZr1ost68QP3ul0,0.0,4,0.104,-10.252,0,0.0785,99.955,4,Ride Slow,https://api.spotify.com/v1/tracks/6HK4YGOpZr1ost68QP3ul0,audio_features,spotify:track:6HK4YGOpZr1ost68QP3ul0,0.147
268,0.191,2017-03-09T21:59:36Z,https://api.spotify.com/v1/audio-analysis/2AyJg7yxL7ifoDSe6z5pwk,0.594,278226,0.703,2AyJg7yxL7ifoDSe6z5pwk,1.14e-06,3,0.129,-5.305,1,0.0671,123.939,4,Plans (feat. Brandyn Burnette),https://api.spotify.com/v1/tracks/2AyJg7yxL7ifoDSe6z5pwk,audio_features,spotify:track:2AyJg7yxL7ifoDSe6z5pwk,0.338
269,0.343,2016-08-15T20:34:09Z,https://api.spotify.com/v1/audio-analysis/5gWtozrcvZxOnV1Pu0WftI,0.829,215950,0.375,5gWtozrcvZxOnV1Pu0WftI,0.000478,1,0.327,-9.81,1,0.0725,130.056,4,Midas (feat. LILI N),https://api.spotify.com/v1/tracks/5gWtozrcvZxOnV1Pu0WftI,audio_features,spotify:track:5gWtozrcvZxOnV1Pu0WftI,0.0817
270,0.474,2016-02-26T17:48:41Z,https://api.spotify.com/v1/audio-analysis/76gawqSdiFjy7X6SsLhmef,0.4,287162,0.74,76gawqSdiFjy7X6SsLhmef,1.04e-06,9,0.0672,-3.564,0,0.119,169.949,4,Sincerely,https://api.spotify.com/v1/tracks/76gawqSdiFjy7X6SsLhmef,audio_features,spotify:track:76gawqSdiFjy7X6SsLhmef,0.169
271,0.168,2017-07-31T03:33:45Z,https://api.spotify.com/v1/audio-analysis/54ucfuN596MU25jQD3KjCL,0.528,178639,0.327,54ucfuN596MU25jQD3KjCL,9.98e-06,11,0.0679,-11.852,1,0.0394,112.932,4,Sober II (Melodrama),https://api.spotify.com/v1/tracks/54ucfuN596MU25jQD3KjCL,audio_features,spotify:track:54ucfuN596MU25jQD3KjCL,0.141
272,0.193,2017-07-15T23:00:29Z,https://api.spotify.com/v1/audio-analysis/4fxNwAXn8J9LNi5Rz8eMIv,0.433,222920,0.772,4fxNwAXn8J9LNi5Rz8eMIv,1.76e-06,0,0.0952,-6.069,0,0.0592,200.093,4,You and I,https://api.spotify.com/v1/tracks/4fxNwAXn8J9LNi5Rz8eMIv,audio_features,spotify:track:4fxNwAXn8J9LNi5Rz8eMIv,0.674
273,0.445,2014-07-28T21:08:00Z,https://api.spotify.com/v1/audio-analysis/7HoXQMOnJsat6T6KWKbIpi,0.58,307013,0.433,7HoXQMOnJsat6T6KWKbIpi,0.00228,2,0.167,-9.188,1,0.0292,102.108,4,Jezebel,https://api.spotify.com/v1/tracks/7HoXQMOnJsat6T6KWKbIpi,audio_features,spotify:track:7HoXQMOnJsat6T6KWKbIpi,0.362
274,0.19,2017-08-09T16:39:01Z,https://api.spotify.com/v1/audio-analysis/7dOeiXeTSfA1ixaYmQcWu7,0.567,201257,0.874,7dOeiXeTSfA1ixaYmQcWu7,0.0,1,0.364,-3.558,0,0.3,104.985,4,Rich Love (with Seeb),https://api.spotify.com/v1/tracks/7dOeiXeTSfA1ixaYmQcWu7,audio_features,spotify:track:7dOeiXeTSfA1ixaYmQcWu7,0.471
275,0.0236,2015-11-26T04:32:25Z,https://api.spotify.com/v1/audio-analysis/1BZG99C7Co1r6QUC3zaS59,0.671,229080,0.596,1BZG99C7Co1r6QUC3zaS59,0.0,11,0.228,-4.005,0,0.031,98.025,4,Same Old Love,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,audio_features,spotify:track:1BZG99C7Co1r6QUC3zaS59,0.444
276,0.17,2017-12-07T07:52:48Z,https://api.spotify.com/v1/audio-analysis/4FquNAgja6onlomj4QLNvH,0.6,260961,0.481,4FquNAgja6onlomj4QLNvH,0.0,3,0.138,-7.317,1,0.0382,97.021,4,Turning Out,https://api.spotify.com/v1/tracks/4FquNAgja6onlomj4QLNvH,audio_features,spotify:track:4FquNAgja6onlomj4QLNvH,0.476
277,0.449,2017-06-11T06:41:15Z,https://api.spotify.com/v1/audio-analysis/4hFksmpwtT4bx5btyRT5ek,0.662,197000,0.688,4hFksmpwtT4bx5btyRT5ek,0.0,6,0.0639,-4.086,1,0.109,90.044,4,Heartlines,https://api.spotify.com/v1/tracks/4hFksmpwtT4bx5btyRT5ek,audio_features,spotify:track:4hFksmpwtT4bx5btyRT5ek,0.274
278,0.199,2017-12-06T18:42:56Z,https://api.spotify.com/v1/audio-analysis/763v0n4szIsWp3HOsfi7qq,0.598,205295,0.415,763v0n4szIsWp3HOsfi7qq,0.0,6,0.111,-7.081,1,0.0668,120.151,4,Good Together,https://api.spotify.com/v1/tracks/763v0n4szIsWp3HOsfi7qq,audio_features,spotify:track:763v0n4szIsWp3HOsfi7qq,0.299
279,0.00555,2016-07-05T00:06:17Z,https://api.spotify.com/v1/audio-analysis/4s1vTjDmDkkfcPu24yHaUl,0.232,281079,0.656,4s1vTjDmDkkfcPu24yHaUl,0.000128,11,0.31,-7.747,0,0.0623,126.674,4,Way Back Home,https://api.spotify.com/v1/tracks/4s1vTjDmDkkfcPu24yHaUl,audio_features,spotify:track:4s1vTjDmDkkfcPu24yHaUl,0.223
280,0.148,2017-01-08T19:12:40Z,https://api.spotify.com/v1/audio-analysis/1euQrkGwRPQod7kcddoeJ5,0.71,205470,0.695,1euQrkGwRPQod7kcddoeJ5,1.35e-06,0,0.132,-7.008,1,0.0405,120.007,4,Stay a Little Longer,https://api.spotify.com/v1/tracks/1euQrkGwRPQod7kcddoeJ5,audio_features,spotify:track:1euQrkGwRPQod7kcddoeJ5,0.455
281,0.00684,2017-08-17T18:09:27Z,https://api.spotify.com/v1/audio-analysis/5bvNpG6wiIEf1PA13TkTu2,0.597,215565,0.682,5bvNpG6wiIEf1PA13TkTu2,0.0,9,0.117,-5.393,0,0.0874,143.811,4,Phone Down,https://api.spotify.com/v1/tracks/5bvNpG6wiIEf1PA13TkTu2,audio_features,spotify:track:5bvNpG6wiIEf1PA13TkTu2,0.459
282,0.00647,2017-04-19T21:17:53Z,https://api.spotify.com/v1/audio-analysis/5hHudNsfZXmdgefWxAX2LG,0.695,182693,0.818,5hHudNsfZXmdgefWxAX2LG,4.87e-06,5,0.0219,-5.379,0,0.0334,119.965,4,Hard Times,https://api.spotify.com/v1/tracks/5hHudNsfZXmdgefWxAX2LG,audio_features,spotify:track:5hHudNsfZXmdgefWxAX2LG,0.916
283,0.084,2015-08-25T03:10:35Z,https://api.spotify.com/v1/audio-analysis/2jplimH0b7Abf5LQSPx27A,0.375,200226,0.818,2jplimH0b7Abf5LQSPx27A,0.0,0,0.0569,-4.031,1,0.141,112.887,4,Here,https://api.spotify.com/v1/tracks/2jplimH0b7Abf5LQSPx27A,audio_features,spotify:track:2jplimH0b7Abf5LQSPx27A,0.333
284,0.54,2016-05-20T02:16:14Z,https://api.spotify.com/v1/audio-analysis/2KhS0LVOw9ralhfbcIi7vL,0.565,253547,0.698,2KhS0LVOw9ralhfbcIi7vL,0.0183,0,0.124,-8.596,1,0.0295,120.013,4,Comes and Goes (In Waves),https://api.spotify.com/v1/tracks/2KhS0LVOw9ralhfbcIi7vL,audio_features,spotify:track:2KhS0LVOw9ralhfbcIi7vL,0.155
285,0.0142,2014-09-23T22:19:52Z,https://api.spotify.com/v1/audio-analysis/4o0NjemqhmsYLIMwlcosvW,0.316,321147,0.769,4o0NjemqhmsYLIMwlcosvW,0.0,0,0.0928,-5.283,0,0.0422,122.507,4,The Funeral,https://api.spotify.com/v1/tracks/4o0NjemqhmsYLIMwlcosvW,audio_features,spotify:track:4o0NjemqhmsYLIMwlcosvW,0.127
286,0.944,2018-01-19T19:19:18Z,https://api.spotify.com/v1/audio-analysis/3qXvTE8lZCCO5192IBxRwB,0.394,263510,0.186,3qXvTE8lZCCO5192IBxRwB,0.00944,7,0.119,-11.13,1,0.0426,132.294,4,wonder,https://api.spotify.com/v1/tracks/3qXvTE8lZCCO5192IBxRwB,audio_features,spotify:track:3qXvTE8lZCCO5192IBxRwB,0.0923
287,0.414,2016-08-01T22:16:46Z,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,Closer,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661
288,0.899,2014-09-17T04:28:57Z,https://api.spotify.com/v1/audio-analysis/1bwDVeM0zQ8o9ua27PRXa4,0.703,192520,0.176,1bwDVeM0zQ8o9ua27PRXa4,0.0,8,0.117,-12.964,1,0.0324,103.095,4,River - Acoustic Version,https://api.spotify.com/v1/tracks/1bwDVeM0zQ8o9ua27PRXa4,audio_features,spotify:track:1bwDVeM0zQ8o9ua27PRXa4,0.567
289,0.0183,2015-07-31T06:56:29Z,https://api.spotify.com/v1/audio-analysis/70eDxAyAraNTiD6lx2ZEnH,0.612,202173,0.921,70eDxAyAraNTiD6lx2ZEnH,0.0,7,0.0576,-2.879,1,0.0848,139.986,4,Ex's & Oh's,https://api.spotify.com/v1/tracks/70eDxAyAraNTiD6lx2ZEnH,audio_features,spotify:track:70eDxAyAraNTiD6lx2ZEnH,0.453
290,0.844,2016-08-06T01:46:08Z,https://api.spotify.com/v1/audio-analysis/5jOQ5v49S1h496AiNlk682,0.696,235671,0.301,5jOQ5v49S1h496AiNlk682,0.0448,0,0.0633,-13.162,1,0.168,79.99,4,Plans,https://api.spotify.com/v1/tracks/5jOQ5v49S1h496AiNlk682,audio_features,spotify:track:5jOQ5v49S1h496AiNlk682,0.141
291,0.26,2017-09-19T03:50:31Z,https://api.spotify.com/v1/audio-analysis/7cM9Kqto11iJpY2RwgVJSq,0.812,240013,0.472,7cM9Kqto11iJpY2RwgVJSq,0.0,1,0.285,-6.806,0,0.0603,92.951,4,Flare Guns,https://api.spotify.com/v1/tracks/7cM9Kqto11iJpY2RwgVJSq,audio_features,spotify:track:7cM9Kqto11iJpY2RwgVJSq,0.457
292,0.952,2017-04-07T21:51:42Z,https://api.spotify.com/v1/audio-analysis/3Iyrje5nwQ9dQ2TE2sFT1e,0.546,137103,0.0725,3Iyrje5nwQ9dQ2TE2sFT1e,0.0,9,0.341,-14.753,0,0.0849,77.602,4,Israel Heart,https://api.spotify.com/v1/tracks/3Iyrje5nwQ9dQ2TE2sFT1e,audio_features,spotify:track:3Iyrje5nwQ9dQ2TE2sFT1e,0.726
293,0.0204,2017-03-17T15:16:01Z,https://api.spotify.com/v1/audio-analysis/6prid7HaCg8gEsFzpTvdeq,0.641,226310,0.892,6prid7HaCg8gEsFzpTvdeq,0.0042,9,0.0728,-4.66,1,0.0446,104.994,4,Falling Down (feat. Maty Noyes),https://api.spotify.com/v1/tracks/6prid7HaCg8gEsFzpTvdeq,audio_features,spotify:track:6prid7HaCg8gEsFzpTvdeq,0.0356
294,0.922,2014-09-17T00:43:30Z,https://api.spotify.com/v1/audio-analysis/1dYGSsernyg8N0bMRgtO9Y,0.413,265000,0.135,1dYGSsernyg8N0bMRgtO9Y,0.000246,10,0.114,-15.834,1,0.0398,168.051,4,I Was Only 19 (Live From 'The People Speak'),https://api.spotify.com/v1/tracks/1dYGSsernyg8N0bMRgtO9Y,audio_features,spotify:track:1dYGSsernyg8N0bMRgtO9Y,0.231
295,0.0118,2016-10-24T23:14:47Z,https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy,0.513,210580,0.768,3cNjgVBKTJ1SvKhunrCdVy,1.94e-05,4,0.294,-4.868,0,0.0587,84.264,4,Please Don't Go,https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy,audio_features,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,0.235
296,0.124,2017-05-26T23:44:00Z,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,0.611,221904,0.644,6jA8HL9i4QGzsj6fjoxp8Y,0.0,6,0.124,-7.607,0,0.0553,105.969,4,There for You,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,0.13
297,0.000665,2014-08-28T16:31:21Z,https://api.spotify.com/v1/audio-analysis/4u36UgoEkEBKED0BoqYscP,0.55,189693,0.753,4u36UgoEkEBKED0BoqYscP,7.74e-06,6,0.0921,-4.003,0,0.0407,139.048,4,What You Know,https://api.spotify.com/v1/tracks/4u36UgoEkEBKED0BoqYscP,audio_features,spotify:track:4u36UgoEkEBKED0BoqYscP,0.841
298,0.449,2016-07-19T00:43:46Z,https://api.spotify.com/v1/audio-analysis/3JHiZ7POAgfmobe7ar1SUm,0.521,197593,0.589,3JHiZ7POAgfmobe7ar1SUm,1.62e-06,6,0.841,-5.946,0,0.0665,124.331,4,Nocturne,https://api.spotify.com/v1/tracks/3JHiZ7POAgfmobe7ar1SUm,audio_features,spotify:track:3JHiZ7POAgfmobe7ar1SUm,0.381
299,0.688,2018-01-19T19:19:18Z,https://api.spotify.com/v1/audio-analysis/6pPPm7T9JJOGdfjCTct54l,0.535,405333,0.543,6pPPm7T9JJOGdfjCTct54l,0.00153,7,0.0864,-6.416,0,0.0827,135.23,4,icarus,https://api.spotify.com/v1/tracks/6pPPm7T9JJOGdfjCTct54l,audio_features,spotify:track:6pPPm7T9JJOGdfjCTct54l,0.249
300,0.215,2016-06-20T20:26:35Z,https://api.spotify.com/v1/audio-analysis/5hoiO3OrjMwtWK3jyYC6E2,0.354,205667,0.826,5hoiO3OrjMwtWK3jyYC6E2,0.0,11,0.297,-5.109,1,0.0507,177.983,4,Relapse,https://api.spotify.com/v1/tracks/5hoiO3OrjMwtWK3jyYC6E2,audio_features,spotify:track:5hoiO3OrjMwtWK3jyYC6E2,0.628
301,0.299,2015-12-03T19:47:00Z,https://api.spotify.com/v1/audio-analysis/5a7NdkF09AfD0H607eiOkX,0.699,213445,0.669,5a7NdkF09AfD0H607eiOkX,3.26e-06,2,0.0884,-6.682,0,0.0511,154.952,4,On My Mind,https://api.spotify.com/v1/tracks/5a7NdkF09AfD0H607eiOkX,audio_features,spotify:track:5a7NdkF09AfD0H607eiOkX,0.762
302,0.00502,2015-11-17T08:36:23Z,https://api.spotify.com/v1/audio-analysis/3n9Roz49akxftZl1kJv2tK,0.429,196933,0.725,3n9Roz49akxftZl1kJv2tK,1.54e-05,2,0.266,-6.156,1,0.0371,82.925,4,To The Top,https://api.spotify.com/v1/tracks/3n9Roz49akxftZl1kJv2tK,audio_features,spotify:track:3n9Roz49akxftZl1kJv2tK,0.159
