acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence
0.00338,https://api.spotify.com/v1/audio-analysis/57nNNkgk768QVXq3uHxu5e,Grouplove,0.577,215520,0.827,57nNNkgk768QVXq3uHxu5e,0.000647,7,0.26,-7.54,1,Ways To Go,0.0365,101.031,4,https://api.spotify.com/v1/tracks/57nNNkgk768QVXq3uHxu5e,audio_features,spotify:track:57nNNkgk768QVXq3uHxu5e,0.169
0.00406,https://api.spotify.com/v1/audio-analysis/7dFERLugNJZUgtX1V3KA4b,The Wombats,0.56,226107,0.956,7dFERLugNJZUgtX1V3KA4b,1.55e-06,0,0.358,-4.366,1,Pink Lemonade,0.0776,143.993,4,https://api.spotify.com/v1/tracks/7dFERLugNJZUgtX1V3KA4b,audio_features,spotify:track:7dFERLugNJZUgtX1V3KA4b,0.82
0.0176,https://api.spotify.com/v1/audio-analysis/52a6VcF23v5HB7KfDEmBHq,Passion Pit,0.772,221973,0.826,52a6VcF23v5HB7KfDEmBHq,8.56e-06,0,0.383,-5.135,1,Carried Away,0.0344,119.995,4,https://api.spotify.com/v1/tracks/52a6VcF23v5HB7KfDEmBHq,audio_features,spotify:track:52a6VcF23v5HB7KfDEmBHq,0.884
0.00559,https://api.spotify.com/v1/audio-analysis/1aGvLFHJ2shKqO9uycaUcW,Two Door Cinema Club,0.65,164187,0.833,1aGvLFHJ2shKqO9uycaUcW,0.000727,0,0.186,-5.079,1,Something Good Can Work,0.0355,119.939,4,https://api.spotify.com/v1/tracks/1aGvLFHJ2shKqO9uycaUcW,audio_features,spotify:track:1aGvLFHJ2shKqO9uycaUcW,0.676
0.0714,https://api.spotify.com/v1/audio-analysis/3FtYbEfBqAlGO46NUDQSAt,MGMT,0.763,229640,0.807,3FtYbEfBqAlGO46NUDQSAt,0.28,1,0.348,-3.714,1,Electric Feel,0.035,103.038,3,https://api.spotify.com/v1/tracks/3FtYbEfBqAlGO46NUDQSAt,audio_features,spotify:track:3FtYbEfBqAlGO46NUDQSAt,0.544
0.000369,https://api.spotify.com/v1/audio-analysis/3pi3WlGV7JinOxzqnBkNFi,Catfish and the Bottlemen,0.489,160886,0.892,3pi3WlGV7JinOxzqnBkNFi,0.00293,11,0.411,-4.757,0,Kathleen,0.0786,137.93,4,https://api.spotify.com/v1/tracks/3pi3WlGV7JinOxzqnBkNFi,audio_features,spotify:track:3pi3WlGV7JinOxzqnBkNFi,0.598
0.0387,https://api.spotify.com/v1/audio-analysis/2AYEOC02WLhUiOoaig2SEH,Fitz and The Tantrums,0.545,209386,0.968,2AYEOC02WLhUiOoaig2SEH,0.00325,9,0.331,-3.553,0,Out Of My League,0.0853,169.965,4,https://api.spotify.com/v1/tracks/2AYEOC02WLhUiOoaig2SEH,audio_features,spotify:track:2AYEOC02WLhUiOoaig2SEH,0.533
0.0223,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,The Strokes,0.624,193373,0.899,3SUusuA9jH1v6PVwtYMbdv,0.000155,0,0.0975,-5.71,1,Last Nite,0.0295,104.055,4,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,audio_features,spotify:track:3SUusuA9jH1v6PVwtYMbdv,0.797
0.00043,https://api.spotify.com/v1/audio-analysis/2jnvdMCTvtdVCci3YLqxGY,Two Door Cinema Club,0.439,167773,0.86,2jnvdMCTvtdVCci3YLqxGY,1.68e-05,11,0.0783,-4.824,0,Undercover Martyn,0.168,159.821,4,https://api.spotify.com/v1/tracks/2jnvdMCTvtdVCci3YLqxGY,audio_features,spotify:track:2jnvdMCTvtdVCci3YLqxGY,0.57
0.000423,https://api.spotify.com/v1/audio-analysis/6ooluO7DiEhI1zmK94nRCM,Franz Ferdinand,0.278,237027,0.676,6ooluO7DiEhI1zmK94nRCM,0.000899,9,0.136,-8.821,1,Take Me Out,0.0371,104.545,4,https://api.spotify.com/v1/tracks/6ooluO7DiEhI1zmK94nRCM,audio_features,spotify:track:6ooluO7DiEhI1zmK94nRCM,0.494
0.00695,https://api.spotify.com/v1/audio-analysis/2pA4ip3VIEVcIa3qE02oAX,BØRNS,0.582,174693,0.584,2pA4ip3VIEVcIa3qE02oAX,0.000118,6,0.0991,-5.496,1,"10,000 Emerald Pools",0.039,139.987,4,https://api.spotify.com/v1/tracks/2pA4ip3VIEVcIa3qE02oAX,audio_features,spotify:track:2pA4ip3VIEVcIa3qE02oAX,0.586
8.74e-05,https://api.spotify.com/v1/audio-analysis/4iG2gAwKXsOcijVaVXzRPW,MGMT,0.438,261000,0.94,4iG2gAwKXsOcijVaVXzRPW,0.0777,2,0.3,-3.249,1,Time to Pretend,0.0452,100.99,3,https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW,audio_features,spotify:track:4iG2gAwKXsOcijVaVXzRPW,0.395
0.000913,https://api.spotify.com/v1/audio-analysis/136iZLQdKtlyEFurf4UKf6,The Wombats,0.457,225527,0.911,136iZLQdKtlyEFurf4UKf6,0.0,0,0.37,-5.52,1,Tokyo - Vampires & Wolves,0.075,146.394,4,https://api.spotify.com/v1/tracks/136iZLQdKtlyEFurf4UKf6,audio_features,spotify:track:136iZLQdKtlyEFurf4UKf6,0.596
0.096,https://api.spotify.com/v1/audio-analysis/3n69hLUdIsSa1WlRmjMZlW,alt-J,0.616,227080,0.656,3n69hLUdIsSa1WlRmjMZlW,0.000879,5,0.205,-7.298,1,Breezeblocks,0.0344,150.071,4,https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW,audio_features,spotify:track:3n69hLUdIsSa1WlRmjMZlW,0.283
0.00662,https://api.spotify.com/v1/audio-analysis/2RqbfQUaosyIuvlQiwdJDJ,Two Door Cinema Club,0.607,230853,0.796,2RqbfQUaosyIuvlQiwdJDJ,0.00771,2,0.352,-5.524,0,Are We Ready? (Wreck),0.029,93.984,4,https://api.spotify.com/v1/tracks/2RqbfQUaosyIuvlQiwdJDJ,audio_features,spotify:track:2RqbfQUaosyIuvlQiwdJDJ,0.756
0.00425,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,The Strokes,0.538,183440,0.52,7hm4HTk9encxT0LYC0J6oI,0.0,9,0.367,-7.46,1,Someday,0.0299,106.031,4,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,audio_features,spotify:track:7hm4HTk9encxT0LYC0J6oI,0.678
0.0172,https://api.spotify.com/v1/audio-analysis/6M6UoxIPn4NOWW0x7JPRfv,Peter Bjorn and John,0.701,279027,0.815,6M6UoxIPn4NOWW0x7JPRfv,0.000627,0,0.0969,-5.995,1,Young Folks,0.038,138.142,4,https://api.spotify.com/v1/tracks/6M6UoxIPn4NOWW0x7JPRfv,audio_features,spotify:track:6M6UoxIPn4NOWW0x7JPRfv,0.652
0.0243,https://api.spotify.com/v1/audio-analysis/3omXshBamrREltcf24gYDC,Cold War Kids,0.464,200360,0.713,3omXshBamrREltcf24gYDC,6.24e-06,2,0.566,-4.046,1,First,0.0305,78.008,4,https://api.spotify.com/v1/tracks/3omXshBamrREltcf24gYDC,audio_features,spotify:track:3omXshBamrREltcf24gYDC,0.525
0.00332,https://api.spotify.com/v1/audio-analysis/6Uaz0UV4y7EPdviYUDWwlu,Coast Modern,0.631,237067,0.748,6Uaz0UV4y7EPdviYUDWwlu,4.19e-06,8,0.0386,-4.042,1,Hollow Life,0.0389,118.96,4,https://api.spotify.com/v1/tracks/6Uaz0UV4y7EPdviYUDWwlu,audio_features,spotify:track:6Uaz0UV4y7EPdviYUDWwlu,0.259
4.71e-05,https://api.spotify.com/v1/audio-analysis/4Bvwg6cdVpJOHRRUKZBDAp,Two Door Cinema Club,0.535,222880,0.881,4Bvwg6cdVpJOHRRUKZBDAp,0.000411,2,0.11,-4.419,1,Changing Of The Seasons,0.156,129.975,4,https://api.spotify.com/v1/tracks/4Bvwg6cdVpJOHRRUKZBDAp,audio_features,spotify:track:4Bvwg6cdVpJOHRRUKZBDAp,0.588
0.0011,https://api.spotify.com/v1/audio-analysis/1KDYN3odJHnj9pqGHN3FVs,Young the Giant,0.488,244400,0.909,1KDYN3odJHnj9pqGHN3FVs,1.02e-05,10,0.456,-6.591,1,My Body,0.0929,129.774,4,https://api.spotify.com/v1/tracks/1KDYN3odJHnj9pqGHN3FVs,audio_features,spotify:track:1KDYN3odJHnj9pqGHN3FVs,0.642
0.000478,https://api.spotify.com/v1/audio-analysis/6cMswWRv4lAU3mh5lclgCc,Smallpools,0.612,216253,0.89,6cMswWRv4lAU3mh5lclgCc,0.0,10,0.0672,-2.827,0,Dreaming,0.047,118.989,4,https://api.spotify.com/v1/tracks/6cMswWRv4lAU3mh5lclgCc,audio_features,spotify:track:6cMswWRv4lAU3mh5lclgCc,0.884
0.0265,https://api.spotify.com/v1/audio-analysis/4sebUbjqbcgDSwG6PbSGI0,Cage The Elephant,0.44,229347,0.777,4sebUbjqbcgDSwG6PbSGI0,1.01e-06,1,0.151,-1.786,0,Come a Little Closer,0.0327,148.027,4,https://api.spotify.com/v1/tracks/4sebUbjqbcgDSwG6PbSGI0,audio_features,spotify:track:4sebUbjqbcgDSwG6PbSGI0,0.302
0.00579,https://api.spotify.com/v1/audio-analysis/5cbqiMnajB7tuHSohmB3ul,The Wombats,0.603,219613,0.888,5cbqiMnajB7tuHSohmB3ul,0.000271,1,0.124,-4.068,0,Curveballs,0.0539,111.036,3,https://api.spotify.com/v1/tracks/5cbqiMnajB7tuHSohmB3ul,audio_features,spotify:track:5cbqiMnajB7tuHSohmB3ul,0.461
0.00652,https://api.spotify.com/v1/audio-analysis/6RKGBcDtgzXx21zUjpeu6F,Saint Motel,0.613,230773,0.661,6RKGBcDtgzXx21zUjpeu6F,0.0,9,0.0976,-4.984,1,Cold Cold Man,0.0263,110.978,4,https://api.spotify.com/v1/tracks/6RKGBcDtgzXx21zUjpeu6F,audio_features,spotify:track:6RKGBcDtgzXx21zUjpeu6F,0.497
0.022,https://api.spotify.com/v1/audio-analysis/4AewKenHXKBt643p473xCk,BØRNS,0.545,260987,0.866,4AewKenHXKBt643p473xCk,0.0027,6,0.113,-5.25,0,American Money,0.0832,135.006,4,https://api.spotify.com/v1/tracks/4AewKenHXKBt643p473xCk,audio_features,spotify:track:4AewKenHXKBt643p473xCk,0.308
0.0492,https://api.spotify.com/v1/audio-analysis/3AA8xNhDC0MpqwkGX3EP5V,Phoenix,0.755,266600,0.553,3AA8xNhDC0MpqwkGX3EP5V,0.00607,6,0.0646,-9.449,0,If I ever feel better,0.107,119.7,4,https://api.spotify.com/v1/tracks/3AA8xNhDC0MpqwkGX3EP5V,audio_features,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,0.836
0.00189,https://api.spotify.com/v1/audio-analysis/573latfTMO7SpGtStVrQx5,New Politics,0.603,163627,0.952,573latfTMO7SpGtStVrQx5,0.000445,6,0.317,-3.699,1,Harlem,0.0947,133.97,4,https://api.spotify.com/v1/tracks/573latfTMO7SpGtStVrQx5,audio_features,spotify:track:573latfTMO7SpGtStVrQx5,0.61
0.00461,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,0.609,218107,0.804,2GiJYvgVaD2HtM8GqD9EgQ,0.00143,6,0.231,-7.596,0,Electric Love,0.0529,120.049,4,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,audio_features,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,0.563
0.0801,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,Cage The Elephant,0.635,208760,0.675,2tznHmp70DxMyr2XhWLOW0,0.0,2,0.0831,-3.445,1,Cigarette Daydreams,0.0263,113.946,4,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,audio_features,spotify:track:2tznHmp70DxMyr2XhWLOW0,0.271
0.000356,https://api.spotify.com/v1/audio-analysis/4Xv41B0BJRcMBJYpavNDfD,Youngblood Hawke,0.557,248600,0.729,4Xv41B0BJRcMBJYpavNDfD,0.00245,10,0.116,-7.042,1,We Come Running,0.0422,124.982,4,https://api.spotify.com/v1/tracks/4Xv41B0BJRcMBJYpavNDfD,audio_features,spotify:track:4Xv41B0BJRcMBJYpavNDfD,0.343
0.0876,https://api.spotify.com/v1/audio-analysis/4EaO2XR7gWaHq8DW7nu1iY,Magic Man,0.472,232747,0.881,4EaO2XR7gWaHq8DW7nu1iY,0.0,2,0.0698,-5.252,1,Paris,0.0524,178.858,4,https://api.spotify.com/v1/tracks/4EaO2XR7gWaHq8DW7nu1iY,audio_features,spotify:track:4EaO2XR7gWaHq8DW7nu1iY,0.499
0.15,https://api.spotify.com/v1/audio-analysis/6bsYM7B72YM9IaLdPBAu7I,The Griswolds,0.716,201467,0.91,6bsYM7B72YM9IaLdPBAu7I,0.0,5,0.0796,-3.492,1,Beware the Dog,0.12,129.962,4,https://api.spotify.com/v1/tracks/6bsYM7B72YM9IaLdPBAu7I,audio_features,spotify:track:6bsYM7B72YM9IaLdPBAu7I,0.688
8.01e-05,https://api.spotify.com/v1/audio-analysis/6PZ5g4V0DM1sILf1oLlS42,Two Door Cinema Club,0.554,211093,0.822,6PZ5g4V0DM1sILf1oLlS42,0.457,0,0.481,-4.997,0,Handshake,0.027,130.989,4,https://api.spotify.com/v1/tracks/6PZ5g4V0DM1sILf1oLlS42,audio_features,spotify:track:6PZ5g4V0DM1sILf1oLlS42,0.809
0.0126,https://api.spotify.com/v1/audio-analysis/1KTZw6NMt0rSIPYKYQNEWd,Hippo Campus,0.598,205045,0.717,1KTZw6NMt0rSIPYKYQNEWd,6.65e-06,4,0.237,-7.023,1,Sophie So,0.0349,127.958,4,https://api.spotify.com/v1/tracks/1KTZw6NMt0rSIPYKYQNEWd,audio_features,spotify:track:1KTZw6NMt0rSIPYKYQNEWd,0.42
0.00281,https://api.spotify.com/v1/audio-analysis/1BwhFXqoIsePt21WyWIttb,Bleachers,0.446,204520,0.915,1BwhFXqoIsePt21WyWIttb,3.87e-05,9,0.218,-6.221,1,I Wanna Get Better,0.141,190.013,4,https://api.spotify.com/v1/tracks/1BwhFXqoIsePt21WyWIttb,audio_features,spotify:track:1BwhFXqoIsePt21WyWIttb,0.402
0.066,https://api.spotify.com/v1/audio-analysis/1b91Hfg3v9vxqkAxRZCSEc,Coast Modern,0.595,229667,0.749,1b91Hfg3v9vxqkAxRZCSEc,4.24e-05,4,0.0798,-5.992,1,The Way It Was,0.0541,80.033,4,https://api.spotify.com/v1/tracks/1b91Hfg3v9vxqkAxRZCSEc,audio_features,spotify:track:1b91Hfg3v9vxqkAxRZCSEc,0.624
7.12e-05,https://api.spotify.com/v1/audio-analysis/6WSJ5SmQubgYOXM66Eo9va,Smallpools,0.552,167067,0.914,6WSJ5SmQubgYOXM66Eo9va,1.68e-06,4,0.187,-4.112,1,Over & Over,0.0399,113.075,4,https://api.spotify.com/v1/tracks/6WSJ5SmQubgYOXM66Eo9va,audio_features,spotify:track:6WSJ5SmQubgYOXM66Eo9va,0.291
0.0225,https://api.spotify.com/v1/audio-analysis/0scQIzgcOhnmfqfOTpRUFH,Hippo Campus,0.443,212885,0.719,0scQIzgcOhnmfqfOTpRUFH,0.0,5,0.227,-5.555,1,Suicide Saturday,0.033,155.895,4,https://api.spotify.com/v1/tracks/0scQIzgcOhnmfqfOTpRUFH,audio_features,spotify:track:0scQIzgcOhnmfqfOTpRUFH,0.553
9.57e-05,https://api.spotify.com/v1/audio-analysis/33CehYfkie4ugV2gWaTKlM,Two Door Cinema Club,0.529,236440,0.778,33CehYfkie4ugV2gWaTKlM,0.00288,0,0.0908,-4.938,1,Sleep Alone,0.0428,148.071,4,https://api.spotify.com/v1/tracks/33CehYfkie4ugV2gWaTKlM,audio_features,spotify:track:33CehYfkie4ugV2gWaTKlM,0.54
0.0521,https://api.spotify.com/v1/audio-analysis/1zxXEG06gL5D4AHO2DhLxe,Bad Suns,0.616,182518,0.88,1zxXEG06gL5D4AHO2DhLxe,0.000717,1,0.0539,-3.59,1,Cardiac Arrest,0.042,94.011,4,https://api.spotify.com/v1/tracks/1zxXEG06gL5D4AHO2DhLxe,audio_features,spotify:track:1zxXEG06gL5D4AHO2DhLxe,0.757
0.000406,https://api.spotify.com/v1/audio-analysis/1MHYAqWWdDRePmnqORynrq,Catfish and the Bottlemen,0.487,160886,0.888,1MHYAqWWdDRePmnqORynrq,0.00104,11,0.405,-4.736,0,Kathleen,0.0887,137.939,4,https://api.spotify.com/v1/tracks/1MHYAqWWdDRePmnqORynrq,audio_features,spotify:track:1MHYAqWWdDRePmnqORynrq,0.551
3.64e-05,https://api.spotify.com/v1/audio-analysis/6q9o34l9jRBiICBJidG9TZ,Two Door Cinema Club,0.474,177427,0.752,6q9o34l9jRBiICBJidG9TZ,0.159,9,0.532,-4.754,0,I Can Talk,0.192,163.058,4,https://api.spotify.com/v1/tracks/6q9o34l9jRBiICBJidG9TZ,audio_features,spotify:track:6q9o34l9jRBiICBJidG9TZ,0.665
0.0673,https://api.spotify.com/v1/audio-analysis/6mNDLlxVYjKleyb2Ley6Pl,The Temper Trap,0.54,236333,0.807,6mNDLlxVYjKleyb2Ley6Pl,0.21,2,0.117,-6.964,1,Sweet Disposition,0.0443,129.106,4,https://api.spotify.com/v1/tracks/6mNDLlxVYjKleyb2Ley6Pl,audio_features,spotify:track:6mNDLlxVYjKleyb2Ley6Pl,0.296
0.00861,https://api.spotify.com/v1/audio-analysis/5KQDGl3vAkNGyfvSbaW89E,The Mowgli's,0.618,166893,0.921,5KQDGl3vAkNGyfvSbaW89E,0.0,0,0.161,-5.274,1,I'm Good,0.0735,96.048,4,https://api.spotify.com/v1/tracks/5KQDGl3vAkNGyfvSbaW89E,audio_features,spotify:track:5KQDGl3vAkNGyfvSbaW89E,0.647
0.00986,https://api.spotify.com/v1/audio-analysis/4RvmQ5qbP5PxgJD0BN4EZK,Cold War Kids,0.348,180133,0.869,4RvmQ5qbP5PxgJD0BN4EZK,0.543,2,0.414,-3.116,1,Miracle Mile,0.0725,142.927,4,https://api.spotify.com/v1/tracks/4RvmQ5qbP5PxgJD0BN4EZK,audio_features,spotify:track:4RvmQ5qbP5PxgJD0BN4EZK,0.289
0.0216,https://api.spotify.com/v1/audio-analysis/6EYCCC9yGn1hZBHLPslNl3,Hippo Campus,0.461,244162,0.503,6EYCCC9yGn1hZBHLPslNl3,0.000211,0,0.0741,-6.46,1,Souls,0.0749,75.296,4,https://api.spotify.com/v1/tracks/6EYCCC9yGn1hZBHLPslNl3,audio_features,spotify:track:6EYCCC9yGn1hZBHLPslNl3,0.582
0.00205,https://api.spotify.com/v1/audio-analysis/5L95vS64rG1YMIFm1hLjyZ,Bleachers,0.421,188867,0.79,5L95vS64rG1YMIFm1hLjyZ,0.000309,10,0.148,-6.227,1,Rollercoaster,0.0538,162.024,4,https://api.spotify.com/v1/tracks/5L95vS64rG1YMIFm1hLjyZ,audio_features,spotify:track:5L95vS64rG1YMIFm1hLjyZ,0.275
0.00151,https://api.spotify.com/v1/audio-analysis/6szw2Y2ywtth0oc7ODN3Tz,COIN,0.497,206467,0.882,6szw2Y2ywtth0oc7ODN3Tz,7.11e-06,8,0.139,-5.621,1,Run,0.0412,76.481,4,https://api.spotify.com/v1/tracks/6szw2Y2ywtth0oc7ODN3Tz,audio_features,spotify:track:6szw2Y2ywtth0oc7ODN3Tz,0.901
0.0504,https://api.spotify.com/v1/audio-analysis/2zZRbwPqr0NDwOIYc3jE7T,Hippo Campus,0.574,185917,0.737,2zZRbwPqr0NDwOIYc3jE7T,9.83e-06,11,0.0422,-6.899,0,Little Grace,0.041,137.996,4,https://api.spotify.com/v1/tracks/2zZRbwPqr0NDwOIYc3jE7T,audio_features,spotify:track:2zZRbwPqr0NDwOIYc3jE7T,0.569
0.0474,https://api.spotify.com/v1/audio-analysis/3S0HgYaRFtzkteQ1OsIDhg,Two Door Cinema Club,0.629,297787,0.712,3S0HgYaRFtzkteQ1OsIDhg,0.00431,10,0.128,-8.158,1,Bad Decisions,0.0356,105.983,4,https://api.spotify.com/v1/tracks/3S0HgYaRFtzkteQ1OsIDhg,audio_features,spotify:track:3S0HgYaRFtzkteQ1OsIDhg,0.375
0.232,https://api.spotify.com/v1/audio-analysis/7ygO2E3yfwZVYbzaPdGzed,Coast Modern,0.76,204467,0.701,7ygO2E3yfwZVYbzaPdGzed,0.00295,3,0.07,-6.393,1,Guru,0.042,140.023,4,https://api.spotify.com/v1/tracks/7ygO2E3yfwZVYbzaPdGzed,audio_features,spotify:track:7ygO2E3yfwZVYbzaPdGzed,0.808
0.0137,https://api.spotify.com/v1/audio-analysis/612JlaWJl5l6VIrcBck5QB,Colony House,0.479,177773,0.759,612JlaWJl5l6VIrcBck5QB,0.0,8,0.093,-6.82,1,Silhouettes,0.0385,164.997,4,https://api.spotify.com/v1/tracks/612JlaWJl5l6VIrcBck5QB,audio_features,spotify:track:612JlaWJl5l6VIrcBck5QB,0.569
0.000267,https://api.spotify.com/v1/audio-analysis/6ZtlUSe5Vt1ev5767zg46s,Smallpools,0.292,219933,0.862,6ZtlUSe5Vt1ev5767zg46s,0.13,9,0.646,-3.81,1,Mason Jar,0.0417,134.602,4,https://api.spotify.com/v1/tracks/6ZtlUSe5Vt1ev5767zg46s,audio_features,spotify:track:6ZtlUSe5Vt1ev5767zg46s,0.302
0.00208,https://api.spotify.com/v1/audio-analysis/7LhLS1B6KSwg3ODV2gUAlO,Coast Modern,0.597,214267,0.924,7LhLS1B6KSwg3ODV2gUAlO,7.84e-05,9,0.15,-4.076,1,Animals,0.0432,121.034,4,https://api.spotify.com/v1/tracks/7LhLS1B6KSwg3ODV2gUAlO,audio_features,spotify:track:7LhLS1B6KSwg3ODV2gUAlO,0.88
0.184,https://api.spotify.com/v1/audio-analysis/0esd0AL4TygoM6UuUIxmd8,Hippo Campus,0.454,224933,0.814,0esd0AL4TygoM6UuUIxmd8,0.0,7,0.183,-3.539,1,Bashful Creatures,0.0393,123.885,4,https://api.spotify.com/v1/tracks/0esd0AL4TygoM6UuUIxmd8,audio_features,spotify:track:0esd0AL4TygoM6UuUIxmd8,0.169
0.063,https://api.spotify.com/v1/audio-analysis/2CzXAeABCmbEB52ZziuMsH,BØRNS,0.641,189467,0.894,2CzXAeABCmbEB52ZziuMsH,0.0,6,0.355,-4.166,0,Seeing Stars,0.0651,92.0,4,https://api.spotify.com/v1/tracks/2CzXAeABCmbEB52ZziuMsH,audio_features,spotify:track:2CzXAeABCmbEB52ZziuMsH,0.914
0.00228,https://api.spotify.com/v1/audio-analysis/3QzbEvmnuZIONNv82PylZb,MisterWives,0.585,232187,0.764,3QzbEvmnuZIONNv82PylZb,0.000239,8,0.0518,-4.68,1,Our Own House,0.0512,125.787,4,https://api.spotify.com/v1/tracks/3QzbEvmnuZIONNv82PylZb,audio_features,spotify:track:3QzbEvmnuZIONNv82PylZb,0.432
0.0765,https://api.spotify.com/v1/audio-analysis/1Dr5JexwA15wmKe7Y7maA9,BØRNS,0.739,274320,0.682,1Dr5JexwA15wmKe7Y7maA9,4.47e-05,4,0.089,-6.912,1,Past Lives,0.0985,110.007,4,https://api.spotify.com/v1/tracks/1Dr5JexwA15wmKe7Y7maA9,audio_features,spotify:track:1Dr5JexwA15wmKe7Y7maA9,0.436
0.011,https://api.spotify.com/v1/audio-analysis/3kAwGo8mtUPsrctroxYLku,Two Door Cinema Club,0.646,187720,0.533,3kAwGo8mtUPsrctroxYLku,0.00026,4,0.107,-5.418,0,Sun,0.0293,96.979,4,https://api.spotify.com/v1/tracks/3kAwGo8mtUPsrctroxYLku,audio_features,spotify:track:3kAwGo8mtUPsrctroxYLku,0.613
0.000815,https://api.spotify.com/v1/audio-analysis/0gohFCf3LlExQw41BfajZg,The Wombats,0.623,228471,0.922,0gohFCf3LlExQw41BfajZg,0.0,1,0.069,-3.013,1,Give Me A Try,0.0534,135.976,4,https://api.spotify.com/v1/tracks/0gohFCf3LlExQw41BfajZg,audio_features,spotify:track:0gohFCf3LlExQw41BfajZg,0.673
0.0112,https://api.spotify.com/v1/audio-analysis/7pGF4OaISqBBnONPzt1mGN,Knox Hamilton,0.396,206107,0.811,7pGF4OaISqBBnONPzt1mGN,2.76e-06,8,0.183,-5.027,0,Work It Out,0.0366,162.12,4,https://api.spotify.com/v1/tracks/7pGF4OaISqBBnONPzt1mGN,audio_features,spotify:track:7pGF4OaISqBBnONPzt1mGN,0.367
0.263,https://api.spotify.com/v1/audio-analysis/0LcVvD1iPjqkfVdWd7ClfA,San Cisco,0.563,169996,0.841,0LcVvD1iPjqkfVdWd7ClfA,0.000258,2,0.0751,-5.35,1,Too Much Time Together,0.0519,154.876,4,https://api.spotify.com/v1/tracks/0LcVvD1iPjqkfVdWd7ClfA,audio_features,spotify:track:0LcVvD1iPjqkfVdWd7ClfA,0.96
0.301,https://api.spotify.com/v1/audio-analysis/6JugKFXssO9L2tN8omeTPt,Wild Cub,0.6,271441,0.968,6JugKFXssO9L2tN8omeTPt,1.88e-06,6,0.19,-2.444,1,Thunder Clatter,0.0329,123.019,4,https://api.spotify.com/v1/tracks/6JugKFXssO9L2tN8omeTPt,audio_features,spotify:track:6JugKFXssO9L2tN8omeTPt,0.618
0.0095,https://api.spotify.com/v1/audio-analysis/5mQrrvxSTuqPzLUtaVNtnN,The Wombats,0.61,259347,0.708,5mQrrvxSTuqPzLUtaVNtnN,3.14e-05,11,0.116,-4.3,0,Emoticons,0.0606,101.003,4,https://api.spotify.com/v1/tracks/5mQrrvxSTuqPzLUtaVNtnN,audio_features,spotify:track:5mQrrvxSTuqPzLUtaVNtnN,0.485
0.0104,https://api.spotify.com/v1/audio-analysis/1595LW73XBxkRk2ciQOHfr,Vampire Weekend,0.548,137760,0.816,1595LW73XBxkRk2ciQOHfr,0.0543,2,0.152,-4.478,1,A-Punk,0.0499,174.993,4,https://api.spotify.com/v1/tracks/1595LW73XBxkRk2ciQOHfr,audio_features,spotify:track:1595LW73XBxkRk2ciQOHfr,0.858
0.117,https://api.spotify.com/v1/audio-analysis/2Zd9awmsA8KuF65snhz7YH,Saint Motel,0.537,231387,0.89,2Zd9awmsA8KuF65snhz7YH,2.05e-05,5,0.279,-5.191,1,Puzzle Pieces,0.0488,114.088,4,https://api.spotify.com/v1/tracks/2Zd9awmsA8KuF65snhz7YH,audio_features,spotify:track:2Zd9awmsA8KuF65snhz7YH,0.575
0.0132,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,Tame Impala,0.64,216320,0.741,6K4t31amVTZDgR3sKmwUJJ,0.0112,1,0.128,-4.077,0,The Less I Know The Better,0.0285,116.887,4,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,audio_features,spotify:track:6K4t31amVTZDgR3sKmwUJJ,0.76
0.00111,https://api.spotify.com/v1/audio-analysis/60W7Co2AoP5VVG5Gwu6p5P,Catfish and the Bottlemen,0.602,261560,0.746,60W7Co2AoP5VVG5Gwu6p5P,0.0384,2,0.421,-5.817,1,Soundcheck,0.0397,135.025,4,https://api.spotify.com/v1/tracks/60W7Co2AoP5VVG5Gwu6p5P,audio_features,spotify:track:60W7Co2AoP5VVG5Gwu6p5P,0.656
0.765,https://api.spotify.com/v1/audio-analysis/5f9Y4fa3y4mR6Lg1fifz86,Little Comets,0.634,164760,0.446,5f9Y4fa3y4mR6Lg1fifz86,0.0,2,0.109,-10.345,0,Bridge Burn,0.041,102.977,4,https://api.spotify.com/v1/tracks/5f9Y4fa3y4mR6Lg1fifz86,audio_features,spotify:track:5f9Y4fa3y4mR6Lg1fifz86,0.496
