acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
0.124,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,0.611,221904,0.644,6jA8HL9i4QGzsj6fjoxp8Y,0.0,6,0.124,-7.607,0,0.0553,1,105.969,4,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,0.13
0.0128,https://api.spotify.com/v1/audio-analysis/5O41iZXCzaWOzT7weV9Gbc,0.696,221206,0.795,5O41iZXCzaWOzT7weV9Gbc,4.45e-05,11,0.22,-4.754,1,0.0567,1,109.98,4,https://api.spotify.com/v1/tracks/5O41iZXCzaWOzT7weV9Gbc,audio_features,spotify:track:5O41iZXCzaWOzT7weV9Gbc,0.275
0.0398,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,0.683,237707,0.708,2XMTqoHHSH0lvuXrvIEdco,0.155,5,0.686,-6.244,0,0.0305,1,92.991,4,https://api.spotify.com/v1/tracks/2XMTqoHHSH0lvuXrvIEdco,audio_features,spotify:track:2XMTqoHHSH0lvuXrvIEdco,0.355
0.535,https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9,0.752,197437,0.505,1wjzFQodRWrPcQ0AnYnvQ9,2.55e-06,9,0.104,-7.621,1,0.253,1,91.97,4,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9,audio_features,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,0.419
0.968,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,0.441,208227,0.379,0QZ5yyl6B6utIWkxeBDxQN,0.262,2,0.639,-9.545,1,0.0449,1,174.118,3,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,audio_features,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.105
0.0261,https://api.spotify.com/v1/audio-analysis/3lhmj5XfT5poIR5ozhiDmH,0.663,206490,0.824,3lhmj5XfT5poIR5ozhiDmH,0.0,7,0.136,-4.053,1,0.0585,1,126.055,4,https://api.spotify.com/v1/tracks/3lhmj5XfT5poIR5ozhiDmH,audio_features,spotify:track:3lhmj5XfT5poIR5ozhiDmH,0.588
0.911,https://api.spotify.com/v1/audio-analysis/7isrPiu2KH4lQacJ4p163G,0.378,295027,0.268,7isrPiu2KH4lQacJ4p163G,0.00244,3,0.121,-5.616,1,0.052,1,82.213,3,https://api.spotify.com/v1/tracks/7isrPiu2KH4lQacJ4p163G,audio_features,spotify:track:7isrPiu2KH4lQacJ4p163G,0.274
0.0406,https://api.spotify.com/v1/audio-analysis/7FESgYLcOufHqKlwrvJN60,0.78,163251,0.798,7FESgYLcOufHqKlwrvJN60,6.31e-05,1,0.0733,-5.151,0,0.0613,1,78.969,4,https://api.spotify.com/v1/tracks/7FESgYLcOufHqKlwrvJN60,audio_features,spotify:track:7FESgYLcOufHqKlwrvJN60,0.771
0.221,https://api.spotify.com/v1/audio-analysis/1tvy42jHpE9rub0TD2Iysd,0.545,218677,0.846,1tvy42jHpE9rub0TD2Iysd,1.19e-06,11,0.325,-4.93,1,0.0989,1,90.096,4,https://api.spotify.com/v1/tracks/1tvy42jHpE9rub0TD2Iysd,audio_features,spotify:track:1tvy42jHpE9rub0TD2Iysd,0.552
0.451,https://api.spotify.com/v1/audio-analysis/0GmIC9EnLlmKXkiQdujlGs,0.633,213861,0.803,0GmIC9EnLlmKXkiQdujlGs,0.193,2,0.117,-7.017,0,0.0307,1,100.98,4,https://api.spotify.com/v1/tracks/0GmIC9EnLlmKXkiQdujlGs,audio_features,spotify:track:0GmIC9EnLlmKXkiQdujlGs,0.744
0.00791,https://api.spotify.com/v1/audio-analysis/3wfo2MiDyGafZJKdew6rQk,0.478,174201,0.82,3wfo2MiDyGafZJKdew6rQk,0.823,5,0.211,-5.057,0,0.0576,1,140.018,4,https://api.spotify.com/v1/tracks/3wfo2MiDyGafZJKdew6rQk,audio_features,spotify:track:3wfo2MiDyGafZJKdew6rQk,0.358
0.00647,https://api.spotify.com/v1/audio-analysis/5hHudNsfZXmdgefWxAX2LG,0.695,182693,0.818,5hHudNsfZXmdgefWxAX2LG,4.87e-06,5,0.0219,-5.379,0,0.0334,1,119.965,4,https://api.spotify.com/v1/tracks/5hHudNsfZXmdgefWxAX2LG,audio_features,spotify:track:5hHudNsfZXmdgefWxAX2LG,0.916
0.108,https://api.spotify.com/v1/audio-analysis/47cIBPzhCAd1QxsBIFlzcJ,0.68,185513,0.81,47cIBPzhCAd1QxsBIFlzcJ,0.0,3,0.0592,-4.98,1,0.0979,1,116.974,4,https://api.spotify.com/v1/tracks/47cIBPzhCAd1QxsBIFlzcJ,audio_features,spotify:track:47cIBPzhCAd1QxsBIFlzcJ,0.625
0.141,https://api.spotify.com/v1/audio-analysis/4NJpJ17Dgm5r4OYExFbxLk,0.632,193982,0.647,4NJpJ17Dgm5r4OYExFbxLk,0.104,8,0.0908,-8.587,1,0.0294,1,105.945,4,https://api.spotify.com/v1/tracks/4NJpJ17Dgm5r4OYExFbxLk,audio_features,spotify:track:4NJpJ17Dgm5r4OYExFbxLk,0.221
0.225,https://api.spotify.com/v1/audio-analysis/062OIZFRJTkXBAiyyw61W9,0.65,197376,0.785,062OIZFRJTkXBAiyyw61W9,6.36e-05,0,0.138,-4.039,1,0.0383,1,101.002,4,https://api.spotify.com/v1/tracks/062OIZFRJTkXBAiyyw61W9,audio_features,spotify:track:062OIZFRJTkXBAiyyw61W9,0.475
0.0548,https://api.spotify.com/v1/audio-analysis/6dTtHp41q4sNdAxOR8oUaT,0.626,176948,0.728,6dTtHp41q4sNdAxOR8oUaT,0.000694,6,0.12,-4.304,0,0.173,1,159.799,4,https://api.spotify.com/v1/tracks/6dTtHp41q4sNdAxOR8oUaT,audio_features,spotify:track:6dTtHp41q4sNdAxOR8oUaT,0.558
0.216,https://api.spotify.com/v1/audio-analysis/2y76kK3ekRLT9Sz8WavzPZ,0.545,230528,0.913,2y76kK3ekRLT9Sz8WavzPZ,1.48e-05,10,0.138,-3.798,1,0.196,1,150.039,4,https://api.spotify.com/v1/tracks/2y76kK3ekRLT9Sz8WavzPZ,audio_features,spotify:track:2y76kK3ekRLT9Sz8WavzPZ,0.568
